oblast,city,district,type,area,price,price_sqm,floor,total_floors,is_ground,is_top,is_middle,construction,изложение,elevator,access_control,parking,ac,furnished,тец,act_16,is_renovated,is_bds,is_lux,seller_type,building_age,building_era
Стара Загора област,с.Черганово,няма,other,232.0,189178.0,815.4224137931035,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Лозен,няма,house,150.0,190000.0,1266.6666666666667,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Лозен,няма,house,80.0,190000.0,2375.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Малка Верея,няма,house,220.0,197000.0,895.4545454545455,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Сърнево,няма,house,185.0,220000.0,1189.1891891891892,1,3,1,0,0,друго,неизвестно,,,,,,,1.0,,,,1,13,среден
Стара Загора област,с.Богомилово,няма,house,260.0,255000.0,980.7692307692307,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Загоре,няма,house,110.0,260000.0,2363.6363636363635,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Борилово,няма,house,230.0,270000.0,1173.9130434782608,1,3,1,0,0,друго,неизвестно,,,,,,,1.0,,,,1,1,нов
Стара Загора област,с.Змейово,няма,house,140.0,277000.0,1978.5714285714287,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,с.Любеново,няма,other,650.0,300000.0,461.53846153846155,1,2,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Старозагорски Бани,няма,house,300.0,300000.0,1000.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр.Гълъбово,Център,house,220.0,330000.0,1500.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр.Чирпан,Център,other,140.0,379000.0,2707.1428571428573,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Малка Верея,няма,house,280.0,380000.0,1357.142857142857,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,с.Могилово,няма,other,680.0,450000.0,661.7647058823529,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Енина,няма,other,699.0,520000.0,743.9198855507868,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,с.Калитиново,няма,other,900.0,1000000.0,1111.111111111111,4,4,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Струмско,house,255.0,300000.0,1176.4705882352941,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Еленово,garage/parking,32.0,26000.0,812.5,0,3,1,0,0,друго,неизвестно,,,1.0,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,other,25.0,33000.0,1320.0,0,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Бялата висота,land/plot,614.0,35612.0,58.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,commercial,59.0,42000.0,711.8644067796611,0,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Освобождение,2 room,58.0,55150.0,950.8620689655172,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,2 room,47.0,57000.0,1212.7659574468084,4,4,0,1,0,друго,неизвестно,,,,,,,,1.0,,,1,20,среден
Благоевград област,гр. Благоевград,Еленово,2 room,52.0,57310.0,1102.1153846153845,1,5,1,0,0,друго,юг,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,land/plot,799.0,60000.0,75.09386733416771,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Ален Мак,2 room,62.0,60400.0,974.1935483870968,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Изгрев,2 room,60.0,62041.0,1034.0166666666667,2,2,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,2 room,55.0,63620.0,1156.7272727272727,2,3,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Еленово,2 room,63.0,65000.0,1031.7460317460318,1,5,1,0,0,панел,неизвестно,1.0,,,,,,,,,,1,45,стар
Благоевград област,гр. Благоевград,Ален Мак,2 room,62.0,65000.0,1048.3870967741937,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Еленово,2 room,73.0,69105.0,946.6438356164383,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Освобождение,2 room,73.0,69350.0,950.0,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Еленово,2 room,75.0,70930.0,945.7333333333333,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,land/plot,991.0,71680.0,72.33097880928355,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Запад,2 room,43.0,74418.0,1730.6511627906978,1,4,1,0,0,друго,запад,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Грамада,2 room,67.0,74500.0,1111.9402985074628,5,8,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Освобождение,multi-room,180.0,75000.0,416.6666666666667,4,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,2 room,75.0,77000.0,1026.6666666666667,5,5,0,1,0,панел,неизвестно,,,,,,,,,,,1,45,стар
Благоевград област,гр. Благоевград,Център,2 room,57.0,78660.0,1380.0,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Струмско,2 room,75.0,80000.0,1066.6666666666667,1,8,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Изгрев,3 room,80.0,80250.0,1003.125,2,3,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Освобождение,2 room,65.0,80915.0,1244.8461538461538,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Бялата висота,2 room,83.0,81666.0,983.9277108433735,3,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,3 room,93.0,83700.0,900.0,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,2 room,62.0,84000.0,1354.8387096774193,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,3 room,93.0,84100.0,904.3010752688172,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,other,98.0,85000.0,867.3469387755102,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Еленово,3 room,77.0,90000.0,1168.8311688311687,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Еленово,3 room,83.0,91300.0,1100.0,1,5,1,0,0,друго,запад,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,71.0,93000.0,1309.8591549295775,2,3,0,0,1,друго,юг-запад,,,,,,,,,,1.0,2,20,среден
Благоевград област,гр. Благоевград,Еленово,3 room,130.0,96500.0,742.3076923076923,2,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,other,122.0,97500.0,799.1803278688525,0,6,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,76.0,98000.0,1289.4736842105262,3,4,0,0,1,друго,юг,,,,,,,,,,,1,3,нов
Благоевград област,гр. Благоевград,Ален Мак,3 room,101.0,98920.0,979.4059405940594,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,1 room,36.0,100000.0,2777.777777777778,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,87.0,103000.0,1183.9080459770114,3,7,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,89.0,105000.0,1179.7752808988764,3,4,0,0,1,тухла,неизвестно,,,,,,,,,,,1,10,скорошен
Благоевград област,гр. Благоевград,Център,3 room,72.0,105000.0,1458.3333333333333,2,6,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Благоевград област,гр. Благоевград,Запад,2 room,66.0,108556.0,1644.7878787878788,2,2,0,1,0,друго,запад,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,100.0,110000.0,1100.0,5,5,0,1,0,друго,неизвестно,,,,,,,,,,,1,3,нов
Благоевград област,гр. Благоевград,Център,2 room,70.0,115000.0,1642.857142857143,1,8,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,3 room,94.0,117100.0,1245.7446808510638,2,3,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Бялата висота,3 room,111.0,117599.0,1059.4504504504505,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,91.0,120000.0,1318.6813186813188,8,8,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,103.0,122245.0,1186.8446601941748,2,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,103.0,122245.0,1186.8446601941748,1,4,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,103.0,122245.0,1186.8446601941748,3,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,103.0,122245.0,1186.8446601941748,4,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,113.0,123000.0,1088.495575221239,7,8,0,1,0,друго,неизвестно,1.0,,,,,,,,,,1,26,среден
Благоевград област,гр. Благоевград,Еленово,multi-room,125.0,125000.0,1000.0,7,7,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Бялата висота,other,96.0,126000.0,1312.5,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,2 room,79.0,126900.0,1606.3291139240507,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Освобождение,3 room,93.0,128350.0,1380.1075268817203,0,5,0,0,1,друго,неизвестно,,,,,,,,,,1.0,1,3,нов
Благоевград област,гр. Благоевград,Вароша,3 room,97.0,133000.0,1371.1340206185566,1,4,1,0,0,тухла,неизвестно,,,,,,,,,,,1,18,среден
Благоевград област,гр. Благоевград,Център,3 room,102.0,137000.0,1343.137254901961,3,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,other,110.0,140000.0,1272.7272727272727,7,7,0,1,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Благоевград област,гр. Благоевград,Център,3 room,100.0,140000.0,1400.0,3,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,108.0,140400.0,1300.0,2,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,3 room,145.0,146300.0,1008.9655172413793,4,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,99.0,148000.0,1494.949494949495,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Запад,3 room,93.0,152766.0,1642.6451612903227,0,3,0,0,1,друго,запад,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,130.0,165000.0,1269.2307692307693,3,3,0,1,0,друго,юг-запад,,,,,,,,,,1.0,2,20,среден
Благоевград област,гр. Благоевград,Център,3 room,103.0,169000.0,1640.7766990291261,4,4,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,2 room,70.0,170000.0,2428.5714285714284,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Бялата висота,house,140.0,179000.0,1278.5714285714287,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,commercial,139.0,179300.0,1289.928057553957,0,6,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Бялата висота,other,110.0,210000.0,1909.090909090909,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,other,141.0,220000.0,1560.2836879432625,1,3,1,0,0,друго,неизвестно,,,,,,,1.0,,,1.0,1,1,нов
Благоевград област,гр. Благоевград,Струмско,house,257.0,226500.0,881.3229571984435,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,3 room,124.0,230000.0,1854.8387096774193,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Запад,3 room,138.0,231900.0,1680.4347826086957,4,4,0,1,0,друго,запад,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,other,120.0,253000.0,2108.3333333333335,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Запад,3 room,154.0,256000.0,1662.3376623376623,5,5,0,1,0,друго,запад,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,commercial,340.0,260000.0,764.7058823529412,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Запад,other,145.0,281872.0,1943.9448275862069,5,5,0,1,0,друго,запад,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,other,300.0,298000.0,993.3333333333334,1,2,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Струмско,house,322.0,300000.0,931.6770186335403,1,3,1,0,0,тухла,юг-изток,,,,,,,,,,,2,3,нов
Благоевград област,гр. Благоевград,Струмско,house,252.0,300000.0,1190.4761904761904,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,house,270.0,315000.0,1166.6666666666667,1,3,1,0,0,друго,неизвестно,,,,,,,,,,1.0,1,20,среден
Благоевград област,гр. Благоевград,Баларбаши,house,138.0,350000.0,2536.231884057971,1,3,1,0,0,друго,неизвестно,,,,,,,,,,1.0,1,20,среден
Благоевград област,гр. Благоевград,Център,other,430.0,425028.0,988.4372093023255,5,5,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Струмско,other,420.0,700000.0,1666.6666666666667,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,house,300.0,720000.0,2400.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Център,other,720.0,990000.0,1375.0,4,4,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр. Благоевград,Бялата висота,other,1000.0,1200000.0,1200.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,2 room,63.0,78825.0,1251.1904761904761,5,5,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Мелник,Център,house,120.0,150000.0,1250.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,garage/parking,18.0,20000.0,1111.111111111111,1,3,1,0,0,друго,неизвестно,,,1.0,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,other,75.0,20000.0,266.6666666666667,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,other,75.0,20000.0,266.6666666666667,0,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Сандански,Център,land/plot,501.0,26490.0,52.874251497005986,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Благоевград област,с.Добърско,няма,house,56.0,28500.0,508.92857142857144,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,43.0,29743.0,691.6976744186046,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,land/plot,403.0,29999.0,74.43920595533498,1,3,1,0,0,друго,юг,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,43.0,30181.0,701.8837209302326,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,40.0,31000.0,775.0,5,5,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Добърско,няма,land/plot,560.0,31920.0,57.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,47.0,31960.0,680.0,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,47.0,32028.0,681.4468085106383,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,46.0,32438.0,705.1739130434783,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,46.0,32901.0,715.2391304347826,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,49.0,33470.0,683.0612244897959,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,с.Елешница,няма,house,132.0,34000.0,257.57575757575756,1,3,1,0,0,друго,неизвестно,,,,,,,,1.0,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,33.0,34000.0,1030.3030303030303,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Долно Драглище,няма,land/plot,382.0,34999.0,91.62041884816755,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Долно Драглище,няма,house,97.0,35000.0,360.82474226804123,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,28.0,35000.0,1250.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,52.0,35977.0,691.8653846153846,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,2 room,63.0,36000.0,571.4285714285714,4,4,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,land/plot,492.0,37000.0,75.20325203252033,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Добринище,Център,other,580.0,37000.0,63.793103448275865,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,32.0,37500.0,1171.875,1,6,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,32.0,37500.0,1171.875,6,6,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Баня,няма,1 room,44.0,39000.0,886.3636363636364,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,с.Добърско,няма,land/plot,601.0,39065.0,65.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,44.0,39499.0,897.7045454545455,2,4,0,0,1,друго,юг-запад,,,,,,,,,,1.0,1,20,среден
Благоевград област,гр.Банско,Център,1 room,45.0,39500.0,877.7777777777778,2,2,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,28.0,39800.0,1421.4285714285713,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,26.0,39900.0,1534.6153846153845,4,4,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,42.0,39900.0,950.0,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,65.0,39999.0,615.3692307692307,2,2,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Баня,няма,land/plot,295.0,40000.0,135.59322033898306,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Бачево,няма,house,73.0,40000.0,547.945205479452,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,56.0,40193.0,717.7321428571429,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,64.0,41000.0,640.625,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,2 room,36.0,41189.0,1144.138888888889,1,4,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,61.0,41963.0,687.9180327868852,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,2 room,54.0,41990.0,777.5925925925926,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,с.Крупник,няма,house,80.0,42000.0,525.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,42.0,42000.0,1000.0,1,6,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,37.0,42000.0,1135.1351351351352,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,41.0,43000.0,1048.780487804878,1,6,1,0,0,друго,неизвестно,,,,,,,,,,1.0,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,56.0,43500.0,776.7857142857143,4,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,47.0,44000.0,936.1702127659574,4,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Поленица,няма,land/plot,882.0,44100.0,50.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,3,20,среден
Благоевград област,гр.Разлог,Център,2 room,65.0,44322.0,681.876923076923,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,61.0,44463.0,728.9016393442623,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Добринище,Център,land/plot,464.0,45000.0,96.98275862068965,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,45.0,45000.0,1000.0,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,2 room,46.0,45000.0,978.2608695652174,0,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,30.0,45000.0,1500.0,3,4,0,0,1,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,56.0,45000.0,803.5714285714286,3,5,0,0,1,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Сандански,Център,house,160.0,45000.0,281.25,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,33.0,45000.0,1363.6363636363637,0,3,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,с.Хърсово,няма,house,190.0,45000.0,236.8421052631579,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,49.0,45000.0,918.3673469387755,4,4,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,46.0,45000.0,978.2608695652174,1,4,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,multi-room,50.0,45015.0,900.3,1,4,1,0,0,друго,неизвестно,,,,,,,,,,,3,20,среден
Благоевград област,гр.Разлог,Център,2 room,67.0,45312.0,676.2985074626865,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,34.0,46343.0,1363.0294117647059,2,6,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,68.0,46383.0,682.1029411764706,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,29.0,46500.0,1603.448275862069,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,36.0,46999.0,1305.5277777777778,1,3,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,1 room,44.0,47000.0,1068.1818181818182,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,41.0,47000.0,1146.341463414634,2,2,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,36.0,47000.0,1305.5555555555557,1,5,1,0,0,друго,неизвестно,,,,,,,,,,1.0,1,20,среден
Благоевград област,гр.Банско,Център,2 room,53.0,47482.0,895.8867924528302,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,69.0,47484.0,688.1739130434783,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Разлог,Център,2 room,71.0,47577.0,670.0985915492957,1,5,1,0,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,55.0,47999.0,872.709090909091,2,4,0,0,1,друго,юг,,,,,,,,,,1.0,1,20,среден
Благоевград област,гр.Банско,Център,1 room,48.0,48000.0,1000.0,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Благоевград област,гр.Банско,Център,1 room,49.0,48000.0,979.5918367346939,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
