oblast,city,district,type,area,price,price_sqm,floor,total_floors,is_ground,is_top,is_middle,construction,изложение,elevator,access_control,parking,ac,furnished,тец,act_16,is_renovated,is_bds,is_lux,seller_type,building_age,building_era
Стара Загора област,гр. Стара Загора,кв. Индустриален,other,32.0,9500.0,296.875,3,5,0,0,1,друго,неизвестно,1.0,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,garage/parking,20.0,15500.0,775.0,1,12,1,0,0,друго,север,,,1.0,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,garage/parking,16.0,17000.0,1062.5,1,3,1,0,0,друго,неизвестно,,,1.0,,,,,,,,1,3,нов
Стара Загора област,гр. Стара Загора,Самара 3,land/plot,250.0,18000.0,72.0,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,garage/parking,21.0,22900.0,1090.4761904761904,1,3,1,0,0,друго,неизвестно,,,1.0,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,garage/parking,22.0,25200.0,1145.4545454545455,1,7,1,0,0,друго,неизвестно,,,1.0,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,other,25.0,27990.0,1119.6,0,3,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,garage/parking,31.0,28070.0,905.483870967742,1,3,1,0,0,друго,неизвестно,,,1.0,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Център,garage/parking,22.0,32000.0,1454.5454545454545,1,3,1,0,0,друго,неизвестно,,,1.0,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,other,36.0,36050.0,1001.3888888888889,1,4,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 1,2 room,51.0,43000.0,843.1372549019608,12,12,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,м-т Голеш,villa,15.0,43000.0,2866.6666666666665,1,1,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,1 room,33.0,49500.0,1500.0,4,8,0,0,1,друго,запад,,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Казански,2 room,38.0,54000.0,1421.0526315789473,4,15,0,0,1,друго,юг,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,кв. Индустриален,land/plot,699.0,54000.0,77.25321888412017,1,3,1,0,0,друго,запад,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,АПК Загоре,2 room,40.0,55000.0,1375.0,6,6,0,1,0,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,42.0,56000.0,1333.3333333333333,5,8,0,0,1,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,42.0,56000.0,1333.3333333333333,5,8,0,0,1,друго,юг,,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,38.0,56500.0,1486.842105263158,6,6,0,1,0,друго,юг,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,1 room,33.0,57390.0,1739.090909090909,3,12,0,0,1,друго,юг,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,1 room,50.0,59000.0,1180.0,1,7,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,42.0,62000.0,1476.1904761904761,2,12,0,0,1,друго,юг,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 1,2 room,50.0,64000.0,1280.0,12,12,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Пиперка,2 room,46.0,66000.0,1434.7826086956522,7,8,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,2 room,60.0,66000.0,1100.0,2,7,0,0,1,друго,запад,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,1 room,59.0,68000.0,1152.542372881356,5,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,67.0,68000.0,1014.9253731343283,2,6,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,кв. Лозенец,commercial,250.0,69500.0,278.0,3,5,0,0,1,друго,неизвестно,1.0,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,2 room,69.0,71000.0,1028.9855072463768,4,7,0,0,1,друго,запад,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Самара 1,3 room,63.0,71000.0,1126.984126984127,15,16,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Широк център,2 room,56.0,71000.0,1267.857142857143,0,12,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,81.0,71700.0,885.1851851851852,2,6,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,36.0,72000.0,2000.0,12,15,0,0,1,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,1 room,44.0,72500.0,1647.7272727272727,6,6,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 1,house,80.0,72500.0,906.25,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,1 room,61.0,72900.0,1195.0819672131147,3,5,0,0,1,друго,изток,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,70.0,73000.0,1042.857142857143,2,8,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 1,2 room,73.0,73730.0,1010.0,4,7,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,1 room,64.0,73900.0,1154.6875,3,8,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Казански,2 room,42.0,74000.0,1761.904761904762,8,8,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Ремиза,2 room,44.0,75000.0,1704.5454545454545,3,14,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,69.0,75000.0,1086.9565217391305,2,4,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 1,2 room,77.0,77260.0,1003.3766233766233,4,7,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,1 room,51.0,77500.0,1519.6078431372548,3,9,0,0,1,друго,неизвестно,,,,,,1.0,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,2 room,83.0,78000.0,939.7590361445783,5,5,0,1,0,друго,запад,,,,,,,,,,,3,1,нов
Стара Загора област,гр. Стара Загора,Железник,2 room,77.0,78000.0,1012.987012987013,4,7,0,0,1,друго,запад,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Самара 3,2 room,66.0,78300.0,1186.3636363636363,6,8,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Опълченски,2 room,61.0,79000.0,1295.0819672131147,7,7,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,66.0,79500.0,1204.5454545454545,6,7,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,93.0,79500.0,854.8387096774194,1,4,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,66.0,79500.0,1204.5454545454545,6,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Казански - Изток,3 room,64.0,79900.0,1248.4375,8,8,0,1,0,панел,изток,,,,,,,,,,,1,45,стар
Стара Загора област,гр. Стара Загора,Самара 3,2 room,57.0,79900.0,1401.7543859649122,8,15,0,0,1,друго,изток-запад,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,70.0,80000.0,1142.857142857143,3,8,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,76.0,80000.0,1052.6315789473683,3,8,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,other,62.0,80900.0,1304.8387096774193,5,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,106.0,81257.0,766.5754716981132,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,land/plot,430.0,81900.0,190.46511627906978,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 1,2 room,81.0,81910.0,1011.2345679012345,3,7,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Казански,2 room,42.0,81950.0,1951.1904761904761,1,12,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 1,2 room,57.0,82400.0,1445.6140350877192,15,16,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Широк център,2 room,63.0,82400.0,1307.936507936508,5,5,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,other,60.0,82600.0,1376.6666666666667,3,5,0,0,1,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,3 room,66.0,83000.0,1257.5757575757575,1,8,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,2 room,50.0,83000.0,1660.0,4,8,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Казански,2 room,76.0,83900.0,1103.9473684210527,3,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Железник,2 room,70.0,83900.0,1198.5714285714287,4,5,0,0,1,друго,изток,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,2 room,70.0,84000.0,1200.0,2,5,0,0,1,друго,изток,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,other,85.0,84900.0,998.8235294117648,6,7,0,0,1,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,3 room,64.0,84900.0,1326.5625,6,6,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,69.0,85000.0,1231.8840579710145,7,9,0,0,1,друго,юг-север-изток-запад,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Била,2 room,57.0,85000.0,1491.2280701754387,5,9,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,other,60.0,85300.0,1421.6666666666667,0,3,1,0,0,друго,неизвестно,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Център,1 room,57.0,85500.0,1500.0,4,9,0,0,1,друго,изток,,,,,,1.0,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Широк център,3 room,65.0,85900.0,1321.5384615384614,1,7,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,3 room,65.0,86000.0,1323.076923076923,8,8,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,70.0,86000.0,1228.5714285714287,7,9,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,66.0,86000.0,1303.030303030303,2,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,90.0,86000.0,955.5555555555555,1,6,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,71.0,86000.0,1211.2676056338028,2,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Самара 3,2 room,72.0,86500.0,1201.388888888889,3,9,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,72.0,86500.0,1201.388888888889,3,9,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,3 room,57.0,86900.0,1524.561403508772,7,7,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,3 room,96.0,86900.0,905.2083333333334,3,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,other,86.0,87500.0,1017.4418604651163,2,8,0,0,1,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,50.0,88000.0,1760.0,1,8,1,0,0,друго,юг,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,66.0,88000.0,1333.3333333333333,7,7,0,1,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,2 room,74.0,88500.0,1195.945945945946,2,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,2 room,73.0,88500.0,1212.3287671232877,3,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,3 room,86.0,89000.0,1034.8837209302326,3,5,0,0,1,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,93.0,89000.0,956.989247311828,3,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Център,3 room,65.0,89000.0,1369.2307692307693,7,7,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,3 room,103.0,89900.0,872.8155339805825,2,10,0,0,1,друго,север,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,3 room,57.0,90000.0,1578.9473684210527,7,12,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,70.0,91000.0,1300.0,3,8,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,79.0,91500.0,1158.2278481012659,4,8,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,2 room,64.0,91900.0,1435.9375,1,6,1,0,0,друго,изток,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,67.0,91900.0,1371.641791044776,1,9,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,66.0,92000.0,1393.939393939394,5,6,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,65.0,92000.0,1415.3846153846155,1,9,1,0,0,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,multi-room,88.0,92000.0,1045.4545454545455,6,6,0,1,0,друго,запад,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,2 room,84.0,92500.0,1101.1904761904761,4,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,118.0,92648.0,785.1525423728814,3,6,0,0,1,друго,запад,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Център,multi-room,102.0,92700.0,908.8235294117648,5,8,0,0,1,друго,север,,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,3 room,78.0,92700.0,1188.4615384615386,4,4,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,3 room,56.0,92700.0,1655.357142857143,3,3,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,2 room,85.0,92900.0,1092.9411764705883,3,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,92.0,93000.0,1010.8695652173913,4,7,0,0,1,друго,запад,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,other,89.0,93500.0,1050.561797752809,4,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,2 room,70.0,93900.0,1341.4285714285713,1,5,1,0,0,друго,изток,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,90.0,94000.0,1044.4444444444443,5,5,0,1,0,друго,юг-изток-запад,,,,,,,,,,,1,3,нов
Стара Загора област,гр. Стара Загора,Самара 3,2 room,89.0,94900.0,1066.2921348314608,9,9,0,1,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,90.0,94900.0,1054.4444444444443,9,9,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Била,2 room,58.0,95000.0,1637.9310344827586,4,9,0,0,1,друго,неизвестно,,,,,,,1.0,,,,1,1,нов
Стара Загора област,гр. Стара Загора,Казански,2 room,71.0,95000.0,1338.0281690140846,7,8,0,0,1,друго,север-запад,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Казански,2 room,71.0,95000.0,1338.0281690140846,7,8,0,0,1,друго,запад,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,3 room,74.0,95000.0,1283.7837837837837,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,3 room,75.0,95000.0,1266.6666666666667,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Широк център,2 room,70.0,95000.0,1357.142857142857,1,5,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,2 room,71.0,95500.0,1345.0704225352113,1,7,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,3 room,101.0,95900.0,949.5049504950495,3,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,other,78.0,95900.0,1229.4871794871794,1,7,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,3 room,70.0,95900.0,1370.0,6,6,0,1,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,1 room,69.0,96796.0,1402.840579710145,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,108.0,97344.0,901.3333333333334,3,5,0,0,1,друго,запад,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,3 room,100.0,98000.0,980.0,5,7,0,0,1,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,2 room,78.0,98000.0,1256.4102564102564,4,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,91.0,98000.0,1076.923076923077,4,4,0,1,0,друго,запад,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Казански,2 room,57.0,98000.0,1719.298245614035,7,8,0,0,1,епк,неизвестно,,,,,,,,,,,1,22,среден
Стара Загора област,гр. Стара Загора,Център,2 room,50.0,98300.0,1966.0,8,8,0,1,0,друго,неизвестно,,,,,,,,1.0,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,3 room,85.0,99000.0,1164.7058823529412,2,8,0,0,1,друго,неизвестно,,,,,1.0,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,2 room,74.0,99000.0,1337.837837837838,1,7,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,62.0,99000.0,1596.774193548387,5,8,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,other,75.0,99000.0,1320.0,1,3,1,0,0,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,2 room,76.0,99000.0,1302.6315789473683,4,8,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,74.0,100000.0,1351.3513513513512,3,4,0,0,1,друго,неизвестно,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Център,2 room,75.0,100000.0,1333.3333333333333,3,4,0,0,1,друго,неизвестно,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Самара 3,2 room,78.0,101000.0,1294.871794871795,5,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,3 room,107.0,102000.0,953.2710280373832,5,5,0,1,0,друго,неизвестно,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Самара 3,3 room,107.0,102000.0,953.2710280373832,4,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,3 room,107.0,102000.0,953.2710280373832,3,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,3 room,107.0,102372.0,956.7476635514018,2,2,0,1,0,друго,неизвестно,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,3 room,109.0,103000.0,944.954128440367,2,6,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,commercial,78.0,103000.0,1320.5128205128206,0,3,0,0,1,друго,изток,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,69.0,103500.0,1500.0,4,9,0,0,1,друго,неизвестно,,,,,,1.0,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Три чучура,3 room,100.0,104000.0,1040.0,4,5,0,0,1,друго,север,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,2 room,75.0,104000.0,1386.6666666666667,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,3 room,109.0,104000.0,954.1284403669724,3,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,80.0,104900.0,1311.25,2,2,0,1,0,друго,неизвестно,,,,,,,,,,1.0,1,20,среден
Стара Загора област,гр. Стара Загора,Център,3 room,74.0,105000.0,1418.918918918919,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,106.0,105000.0,990.566037735849,4,7,0,0,1,друго,запад,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Железник,commercial,80.0,105000.0,1312.5,1,3,1,0,0,друго,изток,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,3 room,110.0,105000.0,954.5454545454545,2,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,48.0,105000.0,2187.5,2,5,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,105.0,105400.0,1003.8095238095239,2,6,0,0,1,друго,запад,1.0,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,85.0,105900.0,1245.8823529411766,2,9,0,0,1,друго,неизвестно,,,,,,1.0,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,107.0,106000.0,990.6542056074767,4,7,0,0,1,друго,запад,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,Самара 3,3 room,111.0,106000.0,954.9549549549549,2,6,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,3 room,111.0,106000.0,954.9549549549549,3,5,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,2 room,61.0,106000.0,1737.704918032787,1,3,1,0,0,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,119.0,106902.0,898.3361344537815,5,5,0,1,0,друго,неизвестно,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,Център,2 room,93.0,107500.0,1155.9139784946237,6,6,0,1,0,друго,изток,,,,,,,,,,1.0,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,2 room,94.0,107500.0,1143.6170212765958,6,6,0,1,0,друго,изток,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Аязмото,2 room,93.0,107500.0,1155.9139784946237,0,6,0,0,1,друго,изток,,,,,,,,,,,2,3,нов
Стара Загора област,гр. Стара Загора,кв. Бедечка,2 room,80.0,107541.0,1344.2625,2,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Железник,3 room,119.0,107667.0,904.7647058823529,4,6,0,0,1,друго,запад,,,,,,,,,,,3,20,среден
Стара Загора област,гр. Стара Загора,кв. Бедечка,2 room,80.0,107757.0,1346.9625,2,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,кв. Бедечка,2 room,80.0,107757.0,1346.9625,3,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Студентско градче - Атюрен,2 room,90.0,107900.0,1198.888888888889,2,7,0,0,1,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,кв. Бедечка,2 room,80.0,108095.0,1351.1875,2,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,кв. Бедечка,2 room,80.0,108095.0,1351.1875,3,4,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
Стара Загора област,гр. Стара Загора,Самара 3,other,90.0,108200.0,1202.2222222222222,0,5,1,0,0,друго,неизвестно,,,,,,,,,,,2,20,среден
Стара Загора област,гр. Стара Загора,Била,2 room,73.0,109500.0,1500.0,4,9,0,0,1,друго,неизвестно,,,,,,,,,,,1,20,среден
